/BL (modelFiles=gpdk045.scs:tt) X,/BL (modelFiles=gpdk045.scs:tt) Y,/BLB (modelFiles=gpdk045.scs:tt) X,/BLB (modelFiles=gpdk045.scs:tt) Y,/Q (modelFiles=gpdk045.scs:tt) X,/Q (modelFiles=gpdk045.scs:tt) Y,/QB (modelFiles=gpdk045.scs:tt) X,/QB (modelFiles=gpdk045.scs:tt) Y,/VDD (modelFiles=gpdk045.scs:tt) X,/VDD (modelFiles=gpdk045.scs:tt) Y,/WL (modelFiles=gpdk045.scs:tt) X,/WL (modelFiles=gpdk045.scs:tt) Y,/V0/PLUS (modelFiles=gpdk045.scs:tt) X,/V0/PLUS (modelFiles=gpdk045.scs:tt) Y
6.000016944009999e-09,1,6.000016944009999e-09,0,6.000016944009999e-09,0.9889915214407795,6.000016944009999e-09,-0.007105818045908847,6.000016944009999e-09,1,6.000016944009999e-09,0,6.000016944009999e-09,-9.920830339437084e-08
6.000027371092999e-09,1,6.000027371092999e-09,0,6.000027371092999e-09,0.9890332968571505,6.000027371092999e-09,-0.007055811451000977,6.000027371092999e-09,1,6.000027371092999e-09,0,6.000027371092999e-09,-1.373646437240278e-07
6.000048225259999e-09,1,6.000048225259999e-09,0,6.000048225259999e-09,0.9891162816516303,6.000048225259999e-09,-0.00695682564989281,6.000048225259999e-09,1,6.000048225259999e-09,0,6.000048225259999e-09,-1.148631561017155e-07
6.000089933593e-09,1,6.000089933593e-09,0,6.000089933593e-09,0.9892797116705602,6.000089933593e-09,-0.006762660882924374,6.000089933593e-09,1,6.000089933593e-09,0,6.000089933593e-09,-1.458619070131385e-07
6.000173350259999e-09,1,6.000173350259999e-09,0,6.000173350259999e-09,0.9895973838849443,6.000173350259999e-09,-0.006388953576700778,6.000173350259999e-09,1,6.000173350259999e-09,0,6.000173350259999e-09,-1.34982975514199e-07
6.000340183592999e-09,1,6.000340183592999e-09,0,6.000340183592999e-09,0.9901973147099123,6.000340183592999e-09,-0.005696714050375335,6.000340183592999e-09,1,6.000340183592999e-09,0,6.000340183592999e-09,-1.809301837430685e-07
6.000673850259999e-09,1,6.000673850259999e-09,0,6.000673850259999e-09,0.9912706866278972,6.000673850259999e-09,-0.004507765560558612,6.000673850259999e-09,1,6.000673850259999e-09,0,6.000673850259999e-09,-1.940354019334392e-07
6.001341183593e-09,1,6.001341183593e-09,0,6.001341183593e-09,0.9930057942423217,6.001341183593e-09,-0.002748836628148654,6.001341183593e-09,1,6.001341183593e-09,0,6.001341183593e-09,-2.602385454973171e-07
6.00267585026e-09,1,6.00267585026e-09,0,6.00267585026e-09,0.995354421684295,6.00267585026e-09,-0.0008152236524873886,6.00267585026e-09,1,6.00267585026e-09,0,6.00267585026e-09,-2.532738482024496e-07
6.005244412023999e-09,1,6.005244412023999e-09,0,6.005244412023999e-09,0.9976759465414002,6.005244412023999e-09,0.000247975558906741,6.005244412023999e-09,1,6.005244412023999e-09,0,6.005244412023999e-09,-2.160048380219511e-07
6.008482239335e-09,1,6.008482239335e-09,0,6.008482239335e-09,0.9989026920462719,6.008482239335e-09,0.0002359369063913853,6.008482239335e-09,1,6.008482239335e-09,0,6.008482239335e-09,-8.746986818430884e-08
6.012962402952999e-09,1,6.012962402952999e-09,0,6.012962402952999e-09,0.9996047846636699,6.012962402952999e-09,9.598650482690383e-05,6.012962402952999e-09,1,6.012962402952999e-09,0,6.012962402952999e-09,-5.520648465686583e-08
6.020117253353999e-09,1,6.020117253353999e-09,0,6.020117253353999e-09,0.9999416150503652,6.020117253353999e-09,1.351065699845844e-05,6.020117253353999e-09,1,6.020117253353999e-09,0,6.020117253353999e-09,1.110420532411117e-08
6.032429457901e-09,1,6.032429457901e-09,0,6.032429457901e-09,1.000007449424552,6.032429457901e-09,-1.502495459703794e-06,6.032429457901e-09,1,6.032429457901e-09,0,6.032429457901e-09,-1.610711408127198e-08
6.052437143101999e-09,1,6.052437143101999e-09,0,6.052437143101999e-09,0.9999970078189881,6.052437143101999e-09,5.371513560206265e-07,6.052437143101999e-09,1,6.052437143101999e-09,0,6.052437143101999e-09,1.653809010827563e-08
6.088987582352999e-09,1,6.088987582352999e-09,0,6.088987582352999e-09,1.000001577388084,6.088987582352999e-09,-2.156907935757469e-07,6.088987582352999e-09,1,6.088987582352999e-09,0,6.088987582352999e-09,-1.669589461322166e-08
6.162088460856e-09,1,6.162088460856e-09,0,6.162088460856e-09,0.9999985567701882,6.162088460856e-09,2.263628440854102e-07,6.162088460856e-09,1,6.162088460856e-09,0,6.162088460856e-09,1.668788499193459e-08
6.308290217861999e-09,1,6.308290217861999e-09,0,6.308290217861999e-09,1.000001034750326,6.308290217861999e-09,-1.123787988104458e-07,6.308290217861999e-09,1,6.308290217861999e-09,0,6.308290217861999e-09,-1.674813358382591e-08
6.600693731873999e-09,1,6.600693731873999e-09,0,6.600693731873999e-09,0.9999987881773152,6.600693731873999e-09,1.837308205364354e-07,6.600693731873999e-09,1,6.600693731873999e-09,0,6.600693731873999e-09,1.670993778936033e-08
6.989999999999999e-09,1,6.989999999999999e-09,0,6.989999999999999e-09,1.000000911165279,6.989999999999999e-09,-9.004125545252973e-08,6.989999999999999e-09,1,6.989999999999999e-09,0,6.989999999999999e-09,-1.675989042976174e-08
6.990006516926999e-09,1,6.990006516926999e-09,0,6.990006516926999e-09,1.000023065621365,6.990006516926999e-09,2.05352686719245e-05,6.990006516926999e-09,1,6.990006516926999e-09,0.0005213541666278001,6.990006516926999e-09,7.216288089930574e-07
